"species";"date";"obs_id";"obs_letter";"quadrat_num";"count_30s";"count_1m";"counting_time_1m";"count_cells";"counting_time_cells";"count_TRUE";"prop_30s";"prop_1m";"prop_cells";"quadrat_order_30s";"quadrat_order_1m";"quadrat_order_cells"
"EVAPYG";2021-05-18;"obs_oppu";"G";"quadrat6";45;69;200;132;720;192;0,234375;0,359375;0,6875;10;3;9
"EVAPYG";2021-05-18;"obs_oppu";"G";"quadrat7";30;87;210;166;1335;240;0,125;0,3625;0,691666666666667;1;1;6
"EVAPYG";2021-05-18;"obs_oppu";"G";"quadrat8";0;0;240;0;320;0;NA;NA;NA;2;7;2
"EVAPYG";2021-05-18;"obs_oppu";"G";"quadrat9";150;280;385;318;790;426;0,352112676056338;0,657276995305164;0,746478873239437;3;9;10
"EVAPYG";2021-05-18;"obs_oppu";"G";"quadrat10";40;97;290;114;960;161;0,248447204968944;0,602484472049689;0,708074534161491;4;8;4
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat1";4;7;130;NA;NA;41;0,0975609756097561;0,170731707317073;NA;10;5;NA
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat2";18;58;156;126;859;218;0,0825688073394495;0,26605504587156;0,577981651376147;1;4;2
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat3";0;0;150;0;180;0;NA;NA;NA;2;2;5
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat4";7;15;120;32;639;49;0,142857142857143;0,306122448979592;0,653061224489796;3;8;4
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat5";10;30;182;254;1143;504;0,0198412698412698;0,0595238095238095;0,503968253968254;4;3;3
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat6";4;33;170;NA;NA;192;0,0208333333333333;0,171875;NA;5;7;NA
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat7";13;30;146;NA;NA;240;0,0541666666666667;0,125;NA;6;6;NA
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat8";0;0;111;NA;NA;0;NA;NA;NA;7;9;NA
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat9";76;122;190;317;1167;426;0,178403755868545;0,286384976525822;0,744131455399061;8;10;1
"EVAPYG";2021-05-18;"obs_wxrb";"B";"quadrat10";37;50;140;NA;NA;161;0,229813664596273;0,31055900621118;NA;9;1;NA
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat1";20;30;409;8;410;41;0,48780487804878;0,731707317073171;0,195121951219512;3;7;1
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat2";30;106;340;117;1180;218;0,137614678899083;0,486238532110092;0,536697247706422;4;10;2
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat3";15;0;322;0;107;0;Inf;NA;NA;5;6;7
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat4";30;32;276;34;740;49;0,612244897959184;0,653061224489796;0,693877551020408;6;9;5
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat5";90;290;795;298;1218;504;0,178571428571429;0,575396825396825;0,591269841269841;7;5;10
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat6";28;51;240;115;1200;192;0,145833333333333;0,265625;0,598958333333333;8;1;6
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat7";25;89;448;110;1030;240;0,104166666666667;0,370833333333333;0,458333333333333;9;8;9
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat8";0;0;377;0;370;0;NA;NA;NA;10;3;3
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat9";70;217;433;306;1240;426;0,164319248826291;0,509389671361502;0,71830985915493;1;2;4
"EVAPYG";2021-05-18;"obs_zalk";"I";"quadrat10";40;115;349;86;750;161;0,248447204968944;0,714285714285714;0,53416149068323;2;4;8
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat1";6;23;226;22;665;41;0,146341463414634;0,560975609756098;0,536585365853659;4;7;3
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat2";20;87;210;108;1018;218;0,0917431192660551;0,399082568807339;0,495412844036697;5;10;4
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat3";0;0;63;0;60;0;NA;NA;NA;6;6;10
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat4";10;17;174;19;360;49;0,204081632653061;0,346938775510204;0,387755102040816;7;1;5
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat5";250;206;407;224;999;504;0,496031746031746;0,408730158730159;0,444444444444444;8;8;9
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat6";10;93;375;77;648;192;0,0520833333333333;0,484375;0,401041666666667;9;2;8
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat7";45;90;225;87;717;240;0,1875;0,375;0,3625;10;9;7
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat8";0;0;142;0;194;0;NA;NA;NA;1;4;2
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat9";200;275;544;298;1585;426;0,469483568075117;0,645539906103286;0,699530516431925;2;3;6
"EVAPYG";2021-05-18;"obs_cqsa";"H";"quadrat10";10;101;297;91;870;161;0,062111801242236;0,627329192546584;0,565217391304348;3;5;1
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat1";8;12;189;10;241;20;0,4;0,6;0,5;1;5;9
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat2";13;13;134;13;425;16;0,8125;0,8125;0,8125;2;6;1
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat3";0;0;78;0;127;0;NA;NA;NA;3;3;7
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat4";7;7;193;8;273;20;0,35;0,35;0,4;4;8;3
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat5";9;12;128;12;302;13;0,692307692307692;0,923076923076923;0,923076923076923;5;4;6
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat6";4;5;117;5;224;6;0,666666666666667;0,833333333333333;0,833333333333333;6;7;4
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat7";14;16;106;18;378;19;0,736842105263158;0,842105263157895;0,947368421052632;7;9;5
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat8";0;0;87;0;157;0;NA;NA;NA;8;1;10
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat9";15;16;296;21;480;26;0,576923076923077;0,615384615384615;0,807692307692308;9;10;2
"OPHLUT";2021-05-19;"obs_nscd";"A";"quadrat10";7;9;155;8;196;13;0,538461538461538;0,692307692307692;0,615384615384615;10;2;8
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat1";10;13;112;10;205;20;0,5;0,65;0,5;9;10;9
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat2";12;13;160;13;217;16;0,75;0,8125;0,8125;10;4;10
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat3";0;0;88;0;319;0;NA;NA;NA;1;3;5
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat4";4;7;90;12;348;20;0,2;0,35;0,6;2;6;1
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat5";6;10;97;10;425;13;0,461538461538462;0,769230769230769;0,769230769230769;3;1;4
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat6";4;5;84;5;242;6;0,666666666666667;0,833333333333333;0,833333333333333;4;7;2
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat7";15;16;66;19;326;19;0,789473684210526;0,842105263157895;1;5;2;3
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat8";0;0;111;0;223;0;NA;NA;NA;6;9;7
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat9";16;20;174;21;469;26;0,615384615384615;0,769230769230769;0,807692307692308;7;5;8
"OPHLUT";2021-05-19;"obs_rjmb";"C";"quadrat10";6;9;151;11;387;13;0,461538461538462;0,692307692307692;0,846153846153846;8;8;6
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat1";12;15;151;17;621;20;0,6;0,75;0,85;7;2;6
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat2";8;12;148;13;450;16;0,5;0,75;0,8125;8;1;7
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat3";0;0;84;0;322;0;NA;NA;NA;9;9;3
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat4";8;8;254;14;454;20;0,4;0,4;0,7;10;4;8
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat5";9;13;187;11;414;13;0,692307692307692;1;0,846153846153846;1;8;2
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat6";5;6;133;6;393;6;0,833333333333333;1;1;2;3;9
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat7";17;21;267;18;464;19;0,894736842105263;1,10526315789474;0,947368421052632;3;5;1
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat8";0;0;75;0;388;0;NA;NA;NA;4;7;5
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat9";14;24;254;27;748;26;0,538461538461538;0,923076923076923;1,03846153846154;5;6;10
"OPHLUT";2021-05-19;"obs_awgv";"E";"quadrat10";8;9;130;12;603;13;0,615384615384615;0,692307692307692;0,923076923076923;6;10;4
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat1";13;17;150;19;1060;20;0,65;0,85;0,95;5;9;3
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat2";14;14;180;14;626;16;0,875;0,875;0,875;6;10;6
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat3";0;0;120;0;380;0;NA;NA;NA;7;8;1
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat4";7;7;170;11;500;20;0,35;0,35;0,55;8;2;7
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat5";7;11;220;12;436;13;0,538461538461538;0,846153846153846;0,923076923076923;9;7;10
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat6";7;6;170;5;320;6;1,16666666666667;1;0,833333333333333;10;3;8
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat7";18;16;135;18;384;19;0,947368421052632;0,842105263157895;0,947368421052632;1;1;9
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat8";0;0;194;0;447;0;NA;NA;NA;2;5;4
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat9";19;22;195;24;890;26;0,730769230769231;0,846153846153846;0,923076923076923;3;4;5
"OPHLUT";2021-05-19;"obs_werf";"G";"quadrat10";10;8;253;10;890;13;0,769230769230769;0,615384615384615;0,769230769230769;4;6;2
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat1";10;12;190;15;349;20;0,5;0,6;0,75;3;7;1
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat2";10;13;135;15;344;16;0,625;0,8125;0,9375;4;8;3
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat3";0;0;120;0;206;0;NA;NA;NA;5;6;9
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat4";8;13;150;12;284;20;0,4;0,65;0,6;6;10;5
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat5";10;14;203;13;294;13;0,769230769230769;1,07692307692308;1;7;5;8
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat6";6;7;140;7;238;6;1;1,16666666666667;1,16666666666667;8;1;6
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat7";21;18;180;19;329;19;1,10526315789474;0,947368421052632;1;9;9;7
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat8";0;0;90;0;259;0;NA;NA;NA;10;3;2
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat9";23;21;253;23;370;26;0,884615384615385;0,807692307692308;0,884615384615385;1;2;4
"OPHLUT";2021-05-19;"obs_ajeg";"I";"quadrat10";8;9;120;12;327;13;0,615384615384615;0,692307692307692;0,923076923076923;2;4;10
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat1";12;8;70;44;650;56;0,214285714285714;0,142857142857143;0,785714285714286;1;5;8
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat2";10;25;65;36;544;95;0,105263157894737;0,263157894736842;0,378947368421053;2;7;1
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat3";0;0;90;0;60;0;NA;NA;NA;3;4;7
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat4";3;5;85;5;300;98;0,0306122448979592;0,0510204081632653;0,0510204081632653;4;8;3
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat5";14;24;80;31;405;78;0,179487179487179;0,307692307692308;0,397435897435897;5;3;4
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat6";17;6;60;12;360;86;0,197674418604651;0,0697674418604651;0,13953488372093;6;9;2
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat7";10;18;90;48;647;113;0,0884955752212389;0,15929203539823;0,424778761061947;7;6;5
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat8";0;0;35;0;60;0;NA;NA;NA;8;1;9
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat9";20;29;69;79;690;244;0,0819672131147541;0,118852459016393;0,323770491803279;9;10;6
"CARFLA";2021-05-26;"obs_lktg";"A";"quadrat10";8;20;135;68;918;128;0,0625;0,15625;0,53125;10;2;10
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat1";18;8;230;37;605;56;0,321428571428571;0,142857142857143;0,660714285714286;9;3;7
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat2";38;43;255;69;620;95;0,4;0,452631578947368;0,726315789473684;10;4;10
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat3";0;0;167;0;125;0;NA;NA;NA;1;2;4
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat4";15;16;289;25;720;98;0,153061224489796;0,163265306122449;0,255102040816327;2;6;1
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat5";18;30;120;61;600;78;0,230769230769231;0,384615384615385;0,782051282051282;3;1;3
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat6";16;17;214;47;590;86;0,186046511627907;0,197674418604651;0,546511627906977;4;7;5
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat7";40;53;407;92;1035;113;0,353982300884956;0,469026548672566;0,814159292035398;5;5;2
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat8";0;0;71;0;210;0;NA;NA;NA;6;9;8
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat9";44;60;238;150;970;244;0,180327868852459;0,245901639344262;0,614754098360656;7;8;9
"CARFLA";2021-05-26;"obs_pgxa";"C";"quadrat10";15;23;216;102;1180;128;0,1171875;0,1796875;0,796875;8;10;6
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat1";3;6;120;28;620;56;0,0535714285714286;0,107142857142857;0,5;7;1;6
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat2";22;33;110;34;479;95;0,231578947368421;0,347368421052632;0,357894736842105;8;2;9
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat3";0;0;30;0;87;0;NA;NA;NA;9;10;3
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat4";5;5;120;17;105;98;0,0510204081632653;0,0510204081632653;0,173469387755102;10;4;8
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat5";10;20;75;37;705;78;0,128205128205128;0,256410256410256;0,474358974358974;1;9;2
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat6";10;5;60;11;305;86;0,116279069767442;0,0581395348837209;0,127906976744186;2;6;4
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat7";8;22;100;NA;NA;113;0,0707964601769911;0,194690265486726;NA;3;3;1
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat8";0;0;60;0;245;0;NA;NA;NA;4;7;7
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat9";28;30;120;29;370;244;0,114754098360656;0,122950819672131;0,118852459016393;5;5;10
"CARFLA";2021-05-26;"obs_qsyn";"E";"quadrat10";6;16;120;43;545;128;0,046875;0,125;0,3359375;6;8;5
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat1";4;16;244;17;814;56;0,0714285714285714;0,285714285714286;0,303571428571429;5;9;3
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat2";11;20;126;32;682;95;0,115789473684211;0,210526315789474;0,336842105263158;6;10;5
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat3";0;0;167;NA;NA;0;NA;NA;NA;7;8;1
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat4";2;3;87;18;854;98;0,0204081632653061;0,0306122448979592;0,183673469387755;8;2;6
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat5";7;7;126;51;824;78;0,0897435897435897;0,0897435897435897;0,653846153846154;9;7;8
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat6";6;22;290;32;554;86;0,0697674418604651;0,255813953488372;0,372093023255814;10;3;10
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat7";15;23;268;57;1412;113;0,132743362831858;0,20353982300885;0,504424778761062;1;1;7
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat8";2;2;226;2;391;0;Inf;Inf;Inf;2;5;4
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat9";16;29;283;104;1112;244;0,0655737704918033;0,118852459016393;0,426229508196721;3;4;9
"CARFLA";2021-05-26;"obs_dkzp";"G";"quadrat10";4;12;280;18;1157;128;0,03125;0,09375;0,140625;4;6;2
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat1";1;11;166;29;729;56;0,0178571428571429;0,196428571428571;0,517857142857143;10;3;8
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat2";7;16;211;60;508;95;0,0736842105263158;0,168421052631579;0,631578947368421;1;5;10
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat3";0;0;96;0;258;0;NA;NA;NA;2;4;6
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat4";0;3;184;32;1188;98;0;0,0306122448979592;0,326530612244898;3;6;2
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat5";7;8;162;46;730;78;0,0897435897435897;0,102564102564103;0,58974358974359;4;2;5
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat6";1;3;170;37;878;86;0,0116279069767442;0,0348837209302326;0,430232558139535;5;8;4
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat7";4;20;197;73;1185;113;0,0353982300884956;0,176991150442478;0,646017699115044;6;7;3
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat8";0;0;86;7;521;0;NA;NA;Inf;7;10;9
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat9";12;13;138;110;2034;244;0,0491803278688525;0,0532786885245902;0,450819672131148;8;9;1
"CARFLA";2021-05-26;"obs_eonq";"B";"quadrat10";3;7;238;52;799;128;0,0234375;0,0546875;0,40625;9;1;7
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat1";5;10;150;39;870;56;0,0892857142857143;0,178571428571429;0,696428571428571;3;7;1
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat2";10;35;100;65;1260;95;0,105263157894737;0,368421052631579;0,684210526315789;4;8;3
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat3";0;0;125;0;200;0;NA;NA;NA;5;6;9
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat4";1;8;185;18;555;98;0,0102040816326531;0,0816326530612245;0,183673469387755;6;10;5
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat5";8;18;105;57;798;78;0,102564102564103;0,230769230769231;0,730769230769231;7;5;8
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat6";3;18;140;47;805;86;0,0348837209302326;0,209302325581395;0,546511627906977;8;1;6
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat7";4;34;180;58;965;113;0,0353982300884956;0,300884955752212;0,513274336283186;9;9;7
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat8";0;0;70;0;165;0;NA;NA;NA;10;3;2
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat9";15;33;105;140;1620;244;0,0614754098360656;0,135245901639344;0,573770491803279;1;2;4
"CARFLA";2021-05-26;"obs_fdhm";"I";"quadrat10";5;17;215;64;1200;128;0,0390625;0,1328125;0,5;2;4;10
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat1";7;10;68;11;453;26;0,269230769230769;0,384615384615385;0,423076923076923;1;4;9
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat2";16;20;127;23;641;44;0,363636363636364;0,454545454545455;0,522727272727273;2;6;1
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat3";0;0;165;0;235;0;NA;NA;NA;3;5;7
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat4";13;16;158;15;416;24;0,541666666666667;0,666666666666667;0,625;4;8;3
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat5";6;7;107;6;302;17;0,352941176470588;0,411764705882353;0,352941176470588;5;3;5
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat6";8;12;127;17;563;60;0,133333333333333;0,2;0,283333333333333;6;9;4
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat7";22;25;164;30;565;65;0,338461538461538;0,384615384615385;0,461538461538462;7;7;6
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat8";0;0;115;0;352;0;NA;NA;NA;8;1;10
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat9";12;12;80;23;735;39;0,307692307692308;0,307692307692308;0,58974358974359;9;10;2
"ANAPYR";2021-05-27;"obs_rfen";"A";"quadrat10";9;16;90;31;823;58;0,155172413793103;0,275862068965517;0,53448275862069;10;2;8
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat1";8;14;129;14;358;26;0,307692307692308;0,538461538461538;0,538461538461538;8;7;7
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat2";20;37;192;39;555;44;0,454545454545455;0,840909090909091;0,886363636363636;10;4;10
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat3";0;0;145;0;189;0;NA;NA;NA;1;2;5
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat4";15;23;134;22;530;24;0,625;0,958333333333333;0,916666666666667;2;6;1
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat5";6;14;203;11;390;17;0,352941176470588;0,823529411764706;0,647058823529412;3;1;4
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat6";11;40;295;41;946;60;0,183333333333333;0,666666666666667;0,683333333333333;4;3;2
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat7";31;59;194;60;774;65;0,476923076923077;0,907692307692308;0,923076923076923;5;5;3
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat8";0;0;75;0;125;0;NA;NA;NA;6;9;8
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat9";11;19;93;30;474;39;0,282051282051282;0,487179487179487;0,769230769230769;7;8;9
"ANAPYR";2021-05-27;"obs_aslf";"C";"quadrat10";16;44;128;60;828;58;0,275862068965517;0,758620689655172;1,03448275862069;9;10;6
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat1";12;13;95;17;627;26;0,461538461538462;0,5;0,653846153846154;7;1;5
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat2";17;22;93;32;474;44;0,386363636363636;0,5;0,727272727272727;8;2;7
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat3";0;1;105;0;396;0;NA;Inf;NA;9;10;3
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat4";18;16;78;19;427;24;0,75;0,666666666666667;0,791666666666667;10;4;8
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat5";6;9;81;13;810;17;0,352941176470588;0,529411764705882;0,764705882352941;1;9;2
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat6";9;16;121;34;530;60;0,15;0,266666666666667;0,566666666666667;2;5;10
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat7";26;30;68;33;690;65;0,4;0,461538461538462;0,507692307692308;3;3;1
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat8";0;0;111;0;334;0;NA;NA;NA;4;7;6
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat9";14;17;80;27;405;39;0,358974358974359;0,435897435897436;0,692307692307692;5;6;9
"ANAPYR";2021-05-27;"obs_xoto";"E";"quadrat10";18;20;110;45;610;58;0,310344827586207;0,344827586206897;0,775862068965517;6;8;4
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat1";14;12;69;20;420;26;0,538461538461538;0,461538461538462;0,769230769230769;5;9;3
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat2";29;32;83;35;341;44;0,659090909090909;0,727272727272727;0,795454545454545;6;10;5
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat3";0;0;67;0;149;0;NA;NA;NA;7;8;1
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat4";18;20;71;20;205;24;0,75;0,833333333333333;0,833333333333333;8;2;7
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat5";7;11;55;11;243;17;0,411764705882353;0,647058823529412;0,647058823529412;9;7;10
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat6";25;36;89;48;665;60;0,416666666666667;0,6;0,8;10;3;9
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat7";33;45;82;55;462;65;0,507692307692308;0,692307692307692;0,846153846153846;1;1;8
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat8";0;0;85;0;120;0;NA;NA;NA;2;4;4
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat9";14;21;76;32;460;39;0,358974358974359;0,538461538461538;0,82051282051282;3;5;6
"ANAPYR";2021-05-27;"obs_yhzj";"G";"quadrat10";13;35;81;42;518;58;0,224137931034483;0,603448275862069;0,724137931034483;4;6;2
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat1";15;22;105;24;565;26;0,576923076923077;0,846153846153846;0,923076923076923;3;7;1
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat2";24;38;110;42;355;44;0,545454545454545;0,863636363636364;0,954545454545455;4;8;3
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat3";0;0;90;0;135;0;NA;NA;NA;5;6;9
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat4";18;22;90;24;250;24;0,75;0,916666666666667;1;6;10;5
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat5";8;14;110;11;234;17;0,470588235294118;0,823529411764706;0,647058823529412;7;5;8
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat6";26;42;118;44;450;60;0,433333333333333;0,7;0,733333333333333;8;1;7
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat7";43;64;125;65;440;65;0,661538461538462;0,984615384615385;1;9;9;6
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat8";0;0;115;0;245;0;NA;NA;NA;10;3;2
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat9";16;31;125;29;400;39;0,41025641025641;0,794871794871795;0,743589743589744;1;2;4
"ANAPYR";2021-05-27;"obs_jdpu";"I";"quadrat10";37;49;105;55;360;58;0,637931034482759;0,844827586206897;0,948275862068966;2;4;10
"RUMACE";2021-06-07;"obs_dzxs";"A";"quadrat1";20;25;150;57;890;75;0,266666666666667;0,333333333333333;0,76;1;5;9
