"species";"obs_id";"obs_letter";"counting_method";"quadrat_num";"count";"counting_time";"prop_detect";"quadrat_order";"count_TRUE";"species_conspicuousness";"habitat_closure";"exp_bota";"excess_detect"
"FAGSYL";"obs_qmvf";"A";"count_30s";"quadrat5";37;30;0,60655737704918;5;61;1;-1,57111499973956;1;0
"FAGSYL";"obs_qmvf";"A";"count_30s";"quadrat6";18;30;0,9;6;20;1;-1,56245912096271;1;0
"FAGSYL";"obs_qmvf";"A";"count_30s";"quadrat7";60;30;0,618556701030928;7;97;1;-1,56562549278722;1;0
"FAGSYL";"obs_qmvf";"A";"count_30s";"quadrat9";12;30;0,571428571428571;9;21;1;-1,56678706035113;1;0
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat1";22;23;0,709677419354839;5;31;1;-1,69509793404407;1;0
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat10";140;125;0,689655172413793;2;203;1;-1,3829501010163;1;0
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat2";62;47;0,659574468085106;6;94;1;-1,55913358370459;1;0
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat3";3;15;1,5;4;2;1;-1,79949903081161;1;1
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat4";46;36;0,851851851851852;8;54;1;-1,60156974089213;1;0
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat5";46;43;0,754098360655738;3;61;1;-1,57111499973956;1;0
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat6";20;30;1;9;20;1;-1,56245912096271;1;0
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat7";70;51;0,721649484536082;7;97;1;-1,56562549278722;1;0
"FAGSYL";"obs_qmvf";"A";"count_1m";"quadrat9";16;20;0,761904761904762;10;21;1;-1,56678706035113;1;0
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat1";37;145;1,19354838709677;9;31;1;-1,69509793404407;1;1
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat10";187;450;0,921182266009852;8;203;1;-1,3829501010163;1;0
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat2";79;397;0,840425531914894;1;94;1;-1,55913358370459;1;0
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat3";2;125;1;7;2;1;-1,79949903081161;1;0
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat4";49;256;0,907407407407407;3;54;1;-1,60156974089213;1;0
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat5";55;270;0,901639344262295;6;61;1;-1,57111499973956;1;0
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat6";20;160;1;4;20;1;-1,56245912096271;1;0
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat7";90;359;0,927835051546392;5;97;1;-1,56562549278722;1;0
"FAGSYL";"obs_qmvf";"A";"count_cells";"quadrat9";19;270;0,904761904761905;2;21;1;-1,56678706035113;1;0
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat1";25;30;0,806451612903226;5;31;1;-1,69509793404407;3;0
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat10";85;30;0,41871921182266;4;203;1;-1,3829501010163;3;0
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat2";38;30;0,404255319148936;6;94;1;-1,55913358370459;3;0
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat3";3;30;1,5;7;2;1;-1,79949903081161;3;1
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat4";35;30;0,648148148148148;8;54;1;-1,60156974089213;3;0
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat5";30;30;0,491803278688525;9;61;1;-1,57111499973956;3;0
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat6";20;30;1;10;20;1;-1,56245912096271;3;0
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat7";55;30;0,56701030927835;1;97;1;-1,56562549278722;3;0
"FAGSYL";"obs_ydiz";"G";"count_30s";"quadrat9";15;30;0,714285714285714;3;21;1;-1,56678706035113;3;0
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat1";24;44;0,774193548387097;9;31;1;-1,69509793404407;3;0
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat10";174;155;0,857142857142857;6;203;1;-1,3829501010163;3;0
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat2";83;80;0,882978723404255;10;94;1;-1,55913358370459;3;0
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat3";3;25;1,5;8;2;1;-1,79949903081161;3;1
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat4";46;46;0,851851851851852;2;54;1;-1,60156974089213;3;0
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat5";62;60;1,01639344262295;7;61;1;-1,57111499973956;3;1
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat6";20;25;1;3;20;1;-1,56245912096271;3;0
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat7";90;75;0,927835051546392;1;97;1;-1,56562549278722;3;0
"FAGSYL";"obs_ydiz";"G";"count_1m";"quadrat9";17;37;0,80952380952381;4;21;1;-1,56678706035113;3;0
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat1";32;400;1,03225806451613;3;31;1;-1,69509793404407;3;1
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat10";194;1200;0,955665024630542;2;203;1;-1,3829501010163;3;0
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat2";88;600;0,936170212765957;5;94;1;-1,55913358370459;3;0
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat3";2;98;1;1;2;1;-1,79949903081161;3;0
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat4";51;190;0,944444444444444;7;54;1;-1,60156974089213;3;0
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat5";58;210;0,950819672131147;10;61;1;-1,57111499973956;3;0
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat6";20;97;1;8;20;1;-1,56245912096271;3;0
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat7";95;660;0,979381443298969;9;97;1;-1,56562549278722;3;0
"FAGSYL";"obs_ydiz";"G";"count_cells";"quadrat9";19;205;0,904761904761905;6;21;1;-1,56678706035113;3;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat1";20;30;0,645161290322581;10;31;1;-1,69509793404407;1;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat10";70;30;0,344827586206897;9;203;1;-1,3829501010163;1;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat2";60;30;0,638297872340426;1;94;1;-1,55913358370459;1;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat3";2;30;1;2;2;1;-1,79949903081161;1;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat4";40;30;0,740740740740741;3;54;1;-1,60156974089213;1;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat5";35;30;0,573770491803279;4;61;1;-1,57111499973956;1;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat6";20;30;1;5;20;1;-1,56245912096271;1;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat7";65;30;0,670103092783505;6;97;1;-1,56562549278722;1;0
"FAGSYL";"obs_ymis";"B";"count_30s";"quadrat9";12;30;0,571428571428571;8;21;1;-1,56678706035113;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat1";20;35;0,645161290322581;4;31;1;-1,69509793404407;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat10";126;129;0,620689655172414;1;203;1;-1,3829501010163;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat2";73;51;0,776595744680851;5;94;1;-1,55913358370459;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat3";2;10;1;3;2;1;-1,79949903081161;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat4";42;30;0,777777777777778;7;54;1;-1,60156974089213;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat5";43;38;0,704918032786885;2;61;1;-1,57111499973956;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat6";19;15;0,95;8;20;1;-1,56245912096271;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat7";70;47;0,721649484536082;6;97;1;-1,56562549278722;1;0
"FAGSYL";"obs_ymis";"B";"count_1m";"quadrat9";12;19;0,571428571428571;9;21;1;-1,56678706035113;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat1";26;82;0,838709677419355;8;31;1;-1,69509793404407;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat10";181;842;0,891625615763547;7;203;1;-1,3829501010163;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat2";85;307;0,904255319148936;10;94;1;-1,55913358370459;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat3";2;191;1;6;2;1;-1,79949903081161;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat4";45;291;0,833333333333333;2;54;1;-1,60156974089213;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat5";53;440;0,868852459016393;5;61;1;-1,57111499973956;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat6";20;278;1;3;20;1;-1,56245912096271;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat7";88;280;0,907216494845361;4;97;1;-1,56562549278722;1;0
"FAGSYL";"obs_ymis";"B";"count_cells";"quadrat9";13;243;0,619047619047619;1;21;1;-1,56678706035113;1;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat1";13;30;0,371428571428571;3;35;2;0,489146715598172;2;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat10";13;30;0,684210526315789;2;19;2;-0,0285308288510915;2;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat2";21;30;0,51219512195122;4;41;2;-1,64828078232357;2;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat3";2;30;0,5;5;4;2;-1,51775288379188;2;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat4";40;30;0,689655172413793;6;58;2;-1,44918992484018;2;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat5";19;30;1,35714285714286;7;14;2;-1,32304302084145;2;1
"HIEsp";"obs_atub";"I";"count_30s";"quadrat6";18;30;0,45;8;40;2;-1,60584462513602;2;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat7";11;30;0,323529411764706;9;34;2;0,0987776427115457;2;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat8";1;30;0,5;10;2;2;-1,76249932543186;2;0
"HIEsp";"obs_atub";"I";"count_30s";"quadrat9";30;30;0,410958904109589;1;73;2;0,026942201646263;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat1";14;120;0,4;7;35;2;0,489146715598172;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat10";14;60;0,736842105263158;4;19;2;-0,0285308288510915;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat2";28;140;0,682926829268293;8;41;2;-1,64828078232357;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat3";1;45;0,25;6;4;2;-1,51775288379188;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat4";41;80;0,706896551724138;10;58;2;-1,44918992484018;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat5";7;60;0,5;5;14;2;-1,32304302084145;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat6";21;120;0,525;1;40;2;-1,60584462513602;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat7";17;60;0,5;9;34;2;0,0987776427115457;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat8";2;30;1;3;2;2;-1,76249932543186;2;0
"HIEsp";"obs_atub";"I";"count_1m";"quadrat9";35;80;0,479452054794521;2;73;2;0,026942201646263;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat1";26;346;0,742857142857143;1;35;2;0,489146715598172;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat10";18;206;0,947368421052632;10;19;2;-0,0285308288510915;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat2";33;457;0,804878048780488;3;41;2;-1,64828078232357;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat3";2;75;0,5;9;4;2;-1,51775288379188;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat4";51;480;0,879310344827586;5;58;2;-1,44918992484018;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat5";7;465;0,5;8;14;2;-1,32304302084145;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat6";22;360;0,55;6;40;2;-1,60584462513602;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat7";18;420;0,529411764705882;7;34;2;0,0987776427115457;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat8";2;120;1;2;2;2;-1,76249932543186;2;0
"HIEsp";"obs_atub";"I";"count_cells";"quadrat9";51;700;0,698630136986301;4;73;2;0,026942201646263;2;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat1";8;30;0,228571428571429;10;35;2;0,489146715598172;3;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat10";15;30;0,789473684210526;9;19;2;-0,0285308288510915;3;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat2";20;30;0,48780487804878;1;41;2;-1,64828078232357;3;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat3";0;30;0;2;4;2;-1,51775288379188;3;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat4";30;30;0,517241379310345;3;58;2;-1,44918992484018;3;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat5";7;30;0,5;4;14;2;-1,32304302084145;3;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat6";17;30;0,425;5;40;2;-1,60584462513602;3;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat7";12;30;0,352941176470588;6;34;2;0,0987776427115457;3;0
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat8";4;30;2;7;2;2;-1,76249932543186;3;1
"HIEsp";"obs_cslu";"B";"count_30s";"quadrat9";30;30;0,410958904109589;8;73;2;0,026942201646263;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat1";18;183;0,514285714285714;4;35;2;0,489146715598172;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat10";17;76;0,894736842105263;1;19;2;-0,0285308288510915;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat2";23;42;0,560975609756098;5;41;2;-1,64828078232357;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat3";0;12;0;3;4;2;-1,51775288379188;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat4";44;82;0,758620689655172;7;58;2;-1,44918992484018;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat5";8;62;0,571428571428571;2;14;2;-1,32304302084145;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat6";21;46;0,525;8;40;2;-1,60584462513602;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat7";19;82;0,558823529411765;6;34;2;0,0987776427115457;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat8";2;25;1;10;2;2;-1,76249932543186;3;0
"HIEsp";"obs_cslu";"B";"count_1m";"quadrat9";59;160;0,808219178082192;9;73;2;0,026942201646263;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat1";30;506;0,857142857142857;8;35;2;0,489146715598172;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat10";17;152;0,894736842105263;7;19;2;-0,0285308288510915;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat2";33;213;0,804878048780488;10;41;2;-1,64828078232357;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat3";0;0;0;6;4;2;-1,51775288379188;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat4";51;410;0,879310344827586;2;58;2;-1,44918992484018;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat5";8;141;0,571428571428571;5;14;2;-1,32304302084145;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat6";26;234;0,65;3;40;2;-1,60584462513602;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat7";28;333;0,823529411764706;4;34;2;0,0987776427115457;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat8";2;90;1;9;2;2;-1,76249932543186;3;0
"HIEsp";"obs_cslu";"B";"count_cells";"quadrat9";61;600;0,835616438356164;1;73;2;0,026942201646263;3;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat1";17;30;0,485714285714286;9;35;2;0,489146715598172;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat10";12;30;0,631578947368421;8;19;2;-0,0285308288510915;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat2";18;30;0,439024390243902;10;41;2;-1,64828078232357;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat3";0;30;0;1;4;2;-1,51775288379188;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat4";45;30;0,775862068965517;2;58;2;-1,44918992484018;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat5";12;30;0,857142857142857;3;14;2;-1,32304302084145;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat6";16;30;0,4;4;40;2;-1,60584462513602;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat7";13;30;0,382352941176471;5;34;2;0,0987776427115457;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat8";0;30;0;6;2;2;-1,76249932543186;2;0
"HIEsp";"obs_eppk";"C";"count_30s";"quadrat9";35;30;0,479452054794521;7;73;2;0,026942201646263;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat1";21;75;0,6;3;35;2;0,489146715598172;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat10";16;40;0,842105263157895;10;19;2;-0,0285308288510915;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat2";26;70;0,634146341463415;4;41;2;-1,64828078232357;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat3";0;10;0;2;4;2;-1,51775288379188;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat4";49;80;0,844827586206897;6;58;2;-1,44918992484018;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat5";7;60;0,5;1;14;2;-1,32304302084145;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat6";24;50;0,6;7;40;2;-1,60584462513602;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat7";23;59;0,676470588235294;5;34;2;0,0987776427115457;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat8";0;20;0;9;2;2;-1,76249932543186;2;0
"HIEsp";"obs_eppk";"C";"count_1m";"quadrat9";45;87;0,616438356164384;8;73;2;0,026942201646263;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat1";32;437;0,914285714285714;7;35;2;0,489146715598172;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat10";22;197;1,15789473684211;6;19;2;-0,0285308288510915;2;1
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat2";33;450;0,804878048780488;9;41;2;-1,64828078232357;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat3";0;20;0;5;4;2;-1,51775288379188;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat4";53;600;0,913793103448276;1;58;2;-1,44918992484018;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat5";8;130;0,571428571428571;4;14;2;-1,32304302084145;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat6";29;303;0,725;2;40;2;-1,60584462513602;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat7";27;340;0,794117647058823;3;34;2;0,0987776427115457;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat8";2;120;1;8;2;2;-1,76249932543186;2;0
"HIEsp";"obs_eppk";"C";"count_cells";"quadrat9";63;660;0,863013698630137;10;73;2;0,026942201646263;2;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat1";60;30;1,71428571428571;1;35;2;0,489146715598172;3;1
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat10";16;30;0,842105263157895;10;19;2;-0,0285308288510915;3;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat2";26;30;0,634146341463415;2;41;2;-1,64828078232357;3;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat3";0;30;0;3;4;2;-1,51775288379188;3;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat4";40;30;0,689655172413793;4;58;2;-1,44918992484018;3;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat5";7;30;0,5;5;14;2;-1,32304302084145;3;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat6";18;30;0,45;6;40;2;-1,60584462513602;3;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat7";17;30;0,5;7;34;2;0,0987776427115457;3;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat8";2;30;1;8;2;2;-1,76249932543186;3;0
"HIEsp";"obs_fjab";"A";"count_30s";"quadrat9";42;30;0,575342465753425;9;73;2;0,026942201646263;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat1";28;44;0,8;5;35;2;0,489146715598172;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat10";18;47;0,947368421052632;2;19;2;-0,0285308288510915;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat2";34;86;0,829268292682927;6;41;2;-1,64828078232357;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat3";0;60;0;4;4;2;-1,51775288379188;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat4";61;107;1,05172413793103;8;58;2;-1,44918992484018;3;1
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat5";7;60;0,5;3;14;2;-1,32304302084145;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat6";29;72;0,725;9;40;2;-1,60584462513602;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat7";30;84;0,882352941176471;7;34;2;0,0987776427115457;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat8";2;120;1;1;2;2;-1,76249932543186;3;0
"HIEsp";"obs_fjab";"A";"count_1m";"quadrat9";55;108;0,753424657534247;10;73;2;0,026942201646263;3;0
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat1";30;374;0,857142857142857;9;35;2;0,489146715598172;3;0
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat10";17;200;0,894736842105263;8;19;2;-0,0285308288510915;3;0
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat2";33;306;0,804878048780488;1;41;2;-1,64828078232357;3;0
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat3";8;78;2;7;4;2;-1,51775288379188;3;1
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat4";68;443;1,17241379310345;3;58;2;-1,44918992484018;3;1
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat5";8;145;0,571428571428571;6;14;2;-1,32304302084145;3;0
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat6";29;240;0,725;4;40;2;-1,60584462513602;3;0
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat7";33;255;0,970588235294118;5;34;2;0,0987776427115457;3;0
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat8";2;80;1;10;2;2;-1,76249932543186;3;0
"HIEsp";"obs_fjab";"A";"count_cells";"quadrat9";68;541;0,931506849315068;2;73;2;0,026942201646263;3;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat1";10;30;0,285714285714286;4;35;2;0,489146715598172;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat10";10;30;0,526315789473684;3;19;2;-0,0285308288510915;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat2";23;30;0,560975609756098;5;41;2;-1,64828078232357;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat3";1;30;0,25;6;4;2;-1,51775288379188;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat4";35;30;0,603448275862069;7;58;2;-1,44918992484018;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat5";6;30;0,428571428571429;8;14;2;-1,32304302084145;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat6";16;30;0,4;9;40;2;-1,60584462513602;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat7";7;30;0,205882352941176;10;34;2;0,0987776427115457;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat8";1;30;0,5;1;2;2;-1,76249932543186;4;0
"HIEsp";"obs_llba";"H";"count_30s";"quadrat9";25;30;0,342465753424658;2;73;2;0,026942201646263;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat1";82;10;2,34285714285714;8;35;2;0,489146715598172;4;1
"HIEsp";"obs_llba";"H";"count_1m";"quadrat10";16;41;0,842105263157895;5;19;2;-0,0285308288510915;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat2";26;48;0,634146341463415;9;41;2;-1,64828078232357;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat3";1;33;0,25;7;4;2;-1,51775288379188;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat4";30;50;0,517241379310345;1;58;2;-1,44918992484018;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat5";4;34;0,285714285714286;6;14;2;-1,32304302084145;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat6";23;60;0,575;2;40;2;-1,60584462513602;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat7";14;70;0,411764705882353;10;34;2;0,0987776427115457;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat8";1;19;0,5;4;2;2;-1,76249932543186;4;0
"HIEsp";"obs_llba";"H";"count_1m";"quadrat9";42;90;0,575342465753425;3;73;2;0,026942201646263;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat1";28;430;0,8;2;35;2;0,489146715598172;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat10";16;170;0,842105263157895;1;19;2;-0,0285308288510915;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat2";29;230;0,707317073170732;4;41;2;-1,64828078232357;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat3";1;42;0,25;10;4;2;-1,51775288379188;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat4";59;420;1,01724137931034;6;58;2;-1,44918992484018;4;1
"HIEsp";"obs_llba";"H";"count_cells";"quadrat5";7;88;0,5;9;14;2;-1,32304302084145;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat6";25;212;0,625;7;40;2;-1,60584462513602;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat7";24;221;0,705882352941177;8;34;2;0,0987776427115457;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat8";2;47;1;3;2;2;-1,76249932543186;4;0
"HIEsp";"obs_llba";"H";"count_cells";"quadrat9";60;491;0,821917808219178;5;73;2;0,026942201646263;4;0
"HIEsp";"obs_plpm";"E";"count_30s";"quadrat1";16;30;0,457142857142857;7;35;2;0,489146715598172;2;0
"HIEsp";"obs_plpm";"E";"count_30s";"quadrat10";14;30;0,736842105263158;6;19;2;-0,0285308288510915;2;0
"HIEsp";"obs_plpm";"E";"count_30s";"quadrat2";16;30;0,390243902439024;8;41;2;-1,64828078232357;2;0
