"species";"obs_id";"obs_letter";"metric";"quadrat1";"quadrat2";"quadrat3";"quadrat4";"quadrat5";"quadrat6";"quadrat7";"quadrat8";"quadrat9";"quadrat10"
"EROCIC";"experimenter";"experimenter";"height_max";"28,7";"30,6";"16,4";"29,2";"23,6";"39,3";"23";"50,3";"26,2";"26,1"
"EROCIC";"experimenter";"experimenter";"count_TRUE";"33";"24";"1";"19";"13";"27";"38";"0";"58";"10"
"EROCIC";"experimenter";"experimenter";"occupied_cells_TRUE";"26";"22";"1";"14";"12";"22";"29";"0";"40";"7"
"EROCIC";"experimenter";"experimenter";"height_B2";"8,6";"1,6";"9,7";"0";"7,1";"3,4";"0";"3,4";"11,8";"19,3"
"EROCIC";"experimenter";"experimenter";"height_E2";"2,2";"6,9";"0";"3,2";"2,1";"2,3";"0";"3,3";"0";"4,2"
"EROCIC";"experimenter";"experimenter";"height_H2";"5,6";"5";"1,4";"5,5";"1";"0";"0";"16,1";"5";"2"
"EROCIC";"experimenter";"experimenter";"height_B5";"0";"1,6";"0";"4,4";"3,8";"0";"0";"4,5";"0";"5,3"
"EROCIC";"experimenter";"experimenter";"height_E5";"0";"5,5";"2,2";"4,3";"0";"0";"4,4";"6,9";"4,6";"3,6"
"EROCIC";"experimenter";"experimenter";"height_H5";"3,6";"2,2";"1";"3,4";"2,6";"1,9";"1,1";"2,3";"1,2";"1,1"
"EROCIC";"experimenter";"experimenter";"height_B8";"3,2";"3,9";"9,3";"6,2";"5,1";"1,9";"2,8";"3,2";"0";"13,8"
"EROCIC";"experimenter";"experimenter";"height_E8";"4,9";"9,4";"1,1";"2";"8,9";"20,1";"5,4";"3";"2,6";"10"
"EROCIC";"experimenter";"experimenter";"height_H8";"1,1";"1,4";"2,5";"5";"0";"3,5";"0,4";"2,1";"7,1";"4,3"
"EROCIC";"obs_hdbg";"A";"count_30s";"10";"12";"0";"8";"4";"10";"18";"0";"23";"4"
"EROCIC";"obs_hdbg";"A";"count_1m";"8";"18";"3";"13";"6";"17";"19";"0";"32";"4"
"EROCIC";"obs_hdbg";"A";"counting_time_1m";"105";"129";"194";"217";"114";"146";"122";"120";"180";"136"
"EROCIC";"obs_hdbg";"A";"count_cells";"32";"21";"1";"14";"9";"22";"36";"0";"49";"9"
"EROCIC";"obs_hdbg";"A";"counting_time_cells";"777";"450";"262";"357";"286";"356";"447";"210";"573";"307"
"EROCIC";"obs_kyyn";"C";"count_30s";"7";"13";"0";"3";"1";"9";"18";"0";"11";"5"
"EROCIC";"obs_kyyn";"C";"count_1m";"12";"18";"0";"8";"11";"14";"25";"0";"28";"9"
"EROCIC";"obs_kyyn";"C";"counting_time_1m";"90";"115";"217";"121";"161";"107";"90";"158";"87";"133"
"EROCIC";"obs_kyyn";"C";"count_cells";"27";"18";"0";"17";"9";"24";"27";"0";"46";"8"
"EROCIC";"obs_kyyn";"C";"counting_time_cells";"549";"310";"116";"779";"244";"414";"424";"119";"334";"167"
"EROCIC";"obs_rbhv";"E";"count_30s";"8";"12";"0";"6";"5";"10";"12";"0";"10";"8"
"EROCIC";"obs_rbhv";"E";"count_1m";"8";"17";"0";"10";"7";"18";"15";"0";"36";"8"
"EROCIC";"obs_rbhv";"E";"counting_time_1m";"66";"84";"170";"173";"210";"137";"88";"235";"176";"165"
"EROCIC";"obs_rbhv";"E";"count_cells";"22";"19";"0";"7";"11";"23";"29";"0";"45";"9"
"EROCIC";"obs_rbhv";"E";"counting_time_cells";"241";"347";"109";"188";"288";"324";"432";"108";"594";"207"
"EROCIC";"obs_ohou";"G";"count_30s";"9";"11";"0";"5";"9";"7";"9";"0";"17";"5"
"EROCIC";"obs_ohou";"G";"count_1m";"10";"15";"0";"10";"7";"8";"19";"0";"27";"5"
"EROCIC";"obs_ohou";"G";"counting_time_1m";"117";"97";"170";"330";"144";"103";"264";"150";"260";"123"
"EROCIC";"obs_ohou";"G";"count_cells";"28";"17";"0";"7";"11";"18";"31";"0";"46";"7"
"EROCIC";"obs_ohou";"G";"counting_time_cells";"680";"572";"152";"213";"390";"492";"439";"218";"995";"252"
"EROCIC";"obs_yllr";"B";"count_30s";"5";"13";"0";"8";"7";"12";"13";"0";"20";"5"
"EROCIC";"obs_yllr";"B";"count_1m";"19";"21";"0";"14";"5";"15";"22";"0";"37";"7"
"EROCIC";"obs_yllr";"B";"counting_time_1m";"108";"116";"180";"115";"110";"123";"107";"150";"121";"120"
"EROCIC";"obs_yllr";"B";"count_cells";"24";"24";"1";"13";"10";"25";"32";"0";"52";"10"
"EROCIC";"obs_yllr";"B";"counting_time_cells";"323";"489";"266";"483";"391";"562";"720";"168";"783";"441"
"EROCIC";"obs_bqiy";"I";"count_30s";"7";"15";"0";"8";"6";"12";"13";"0";"17";"1"
"EROCIC";"obs_bqiy";"I";"count_1m";"15";"16";"0";"16";"6";"13";"22";"0";"25";"5"
"EROCIC";"obs_bqiy";"I";"counting_time_1m";"100";"130";"90";"150";"110";"83";"75";"135";"108";"97"
"EROCIC";"obs_bqiy";"I";"count_cells";"23";"17";"1";"13";"7";"25";"29";"0";"46";"9"
"EROCIC";"obs_bqiy";"I";"counting_time_cells";"180";"310";"226";"200";"240";"415";"370";"120";"450";"353"
"EUPHEL";"experimenter";"experimenter";"vegetation_cover";"98";"97";"98";"96";"99";"100";"96";"100";"97";"100"
"EUPHEL";"experimenter";"experimenter";"height_max";"44,9";"43,2";"39,2";"59,5";"27,5";"38,3";"40,5";"73,4";"29,7";"28,4"
"EUPHEL";"experimenter";"experimenter";"count_TRUE";"26";"88";"1";"46";"11";"21";"77";"0";"35";"38"
"EUPHEL";"experimenter";"experimenter";"occupied_cells_TRUE";"16";"45";"1";"28";"10";"17";"41";"0";"23";"24"
"EUPHEL";"experimenter";"experimenter";"height_B2";"9,4";"15,9";"6";"6,6";"8";"16,8";"12,4";"7,2";"7,9";"3,4"
"EUPHEL";"experimenter";"experimenter";"height_E2";"9,2";"8,2";"4";"10,2";"15,4";"10,5";"10,2";"11,3";"3,8";"9,7"
"EUPHEL";"experimenter";"experimenter";"height_H2";"13,4";"10,4";"9,9";"9,9";"5,8";"8,8";"7,2";"13,5";"8,3";"6,2"
"EUPHEL";"experimenter";"experimenter";"height_B5";"11,3";"5,7";"9,3";"11,2";"7,6";"8,7";"5,4";"6";"13,1";"4,8"
"EUPHEL";"experimenter";"experimenter";"height_E5";"10,8";"11,6";"6,2";"6,4";"7,6";"9,1";"7,7";"7";"6,6";"4,4"
"EUPHEL";"experimenter";"experimenter";"height_H5";"6,1";"7,3";"5,6";"8,4";"4,9";"14,5";"5,2";"11,7";"6,7";"13,3"
"EUPHEL";"experimenter";"experimenter";"height_B8";"4,2";"10,2";"9,1";"10,3";"10,2";"6,9";"2,4";"6,7";"8,5";"8,6"
"EUPHEL";"experimenter";"experimenter";"height_E8";"5,7";"11";"8,3";"8,5";"7,9";"10,1";"15,8";"9,1";"6,8";"6"
"EUPHEL";"experimenter";"experimenter";"height_H8";"16,2";"18,1";"6,2";"2,8";"7,1";"9,4";"2,4";"10,9";"7,1";"10,4"
"EUPHEL";"obs_ubmn";"A";"count_30s";"18";"36";"0";"29";"8";"24";"63";"0";"9";"13"
"EUPHEL";"obs_ubmn";"A";"count_1m";"17";"51";"0";"33";"9";"16";"49";"0";"23";"15"
"EUPHEL";"obs_ubmn";"A";"counting_time_1m";"116";"233";"124";"116";"163";"98";"154";"85";"113";"104"
"EUPHEL";"obs_ubmn";"A";"count_cells";"21";"46";"0";"26";"10";"21";"66";"0";"27";"24"
"EUPHEL";"obs_ubmn";"A";"counting_time_cells";"382";"598";"210";"456";"350";"408";"629";"127";"593";"363"
"EUPHEL";"obs_adse";"C";"count_30s";"11";"15";"0";"12";"6";"10";"15";"0";"13";"11"
"EUPHEL";"obs_adse";"C";"count_1m";"15";"30";"0";"21";"8";"17";"32";"0";"19";"14"
"EUPHEL";"obs_adse";"C";"counting_time_1m";"90";"130";"50";"85";"70";"56";"135";"60";"55";"60"
"EUPHEL";"obs_adse";"C";"count_cells";"19";"49";"0";"27";"8";"19";"64";"0";"26";"23"
"EUPHEL";"obs_adse";"C";"counting_time_cells";"405";"458";"60";"542";"215";"458";"630";"60";"306";"310"
"EUPHEL";"obs_navl";"E";"count_30s";"26";"63";"0";"42";"9";"24";"60";"0";"24";"18"
"EUPHEL";"obs_navl";"E";"count_1m";"28";"80";"0";"42";"10";"22";"68";"0";"32";"21"
"EUPHEL";"obs_navl";"E";"counting_time_1m";"144";"365";"25";"227";"142";"130";"303";"51";"221";"136"
"EUPHEL";"obs_navl";"E";"count_cells";"21";"78";"0";"42";"8";"20";"68";"0";"35";"19"
"EUPHEL";"obs_navl";"E";"counting_time_cells";"338";"1072";"31";"635";"153";"256";"1505";"23";"420";"437"
"EUPHEL";"obs_jqda";"G";"count_30s";"21";"57";"0";"35";"10";"23";"35";"0";"20";"10"
"EUPHEL";"obs_jqda";"G";"count_1m";"26";"60";"0";"32";"10";"20";"50";"0";"28";"24"
"EUPHEL";"obs_jqda";"G";"counting_time_1m";"130";"275";"77";"132";"101";"82";"316";"103";"176";"154"
"EUPHEL";"obs_jqda";"G";"count_cells";"39";"80";"0";"27";"9";"20";"76";"0";"35";"24"
"EUPHEL";"obs_jqda";"G";"counting_time_cells";"756";"962";"436";"675";"200";"229";"764";"415";"849";"866"
"EUPHEL";"obs_lbev";"I";"count_30s";"23";"50";"0";"35";"10";"27";"60";"0";"24";"19"
"EUPHEL";"obs_lbev";"I";"count_1m";"20";"52";"0";"32";"6";"22";"63";"0";"31";"25"
"EUPHEL";"obs_lbev";"I";"counting_time_1m";"150";"270";"128";"99";"120";"250";"170";"90";"170";"156"
"EUPHEL";"obs_lbev";"I";"count_cells";"30";"105";"1";"52";"10";"22";"108";"0";"38";"36"
"EUPHEL";"obs_lbev";"I";"counting_time_cells";"780";"861";"182";"497";"269";"278";"711";"219";"389";"376"
"EUPPEP2";"experimenter";"experimenter";"vegetation_cover";"4";"2";"0";"3";"2";"4";"2";"1";"1";"2"
"EUPPEP2";"experimenter";"experimenter";"height_max";"32,3";"30,4";"0";"26,6";"24,5";"22,7";"20,4";"23,3";"19,9";"13,4"
"EUPPEP2";"experimenter";"experimenter";"count_TRUE";"6";"55";"1";"19";"14";"12";"57";"15";"21";"18"
"EUPPEP2";"experimenter";"experimenter";"occupied_cells_TRUE";"6";"43";"1";"16";"9";"10";"39";"13";"18";"17"
"EUPPEP2";"experimenter";"experimenter";"height_B2";"0";"0";"0";"1,5";"0";"0";"0";"0";"0";"0"
"EUPPEP2";"experimenter";"experimenter";"height_E2";"0";"8,8";"0";"0";"0";"0";"0";"3,9";"0";"0"
"EUPPEP2";"experimenter";"experimenter";"height_H2";"0";"0";"0";"0";"0";"0";"0";"1,6";"0";"0"
"EUPPEP2";"experimenter";"experimenter";"height_B5";"0";"0";"0";"0";"0";"0";"0";"7,2";"0";"0"
"EUPPEP2";"experimenter";"experimenter";"height_E5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,7"
"EUPPEP2";"experimenter";"experimenter";"height_H5";"14,6";"0";"0";"0";"0";"0";"0";"2";"1,7";"0"
"EUPPEP2";"experimenter";"experimenter";"height_B8";"0";"4,8";"0";"0";"1,7";"0";"0";"0";"0";"0"
"EUPPEP2";"experimenter";"experimenter";"height_E8";"0";"0";"0";"0";"0";"0";"0";"6,8";"0";"0"
"EUPPEP2";"experimenter";"experimenter";"height_H8";"0";"0";"0";"0";"0";"11";"0";"15,7";"0";"0"
"EUPPEP2";"obs_yvfg";"A";"count_30s";"5";"48";"0";"18";"14";"11";"51";"12";"20";"18"
"EUPPEP2";"obs_yvfg";"A";"count_1m";"6";"49";"0";"19";"15";"12";"53";"14";"21";"18"
"EUPPEP2";"obs_yvfg";"A";"counting_time_1m";"20";"85";"8";"48";"90";"33";"110";"75";"47";"37"
"EUPPEP2";"obs_yvfg";"A";"count_cells";"6";"53";"0";"19";"14";"12";"56";"15";"20";"18"
"EUPPEP2";"obs_yvfg";"A";"counting_time_cells";"127";"266";"15";"234";"150";"142";"405";"189";"266";"156"
"EUPPEP2";"obs_ufdr";"C";"count_30s";"6";"49";"0";"18";"14";"12";"43";"15";"23";"18"
"EUPPEP2";"obs_ufdr";"C";"count_1m";"6";"52";"1";"18";"14";"12";"53";"15";"22";"18"
"EUPPEP2";"obs_ufdr";"C";"counting_time_1m";"21";"95";"20";"70";"28";"36";"109";"40";"62";"51"
"EUPPEP2";"obs_ufdr";"C";"count_cells";"6";"53";"1";"18";"14";"12";"56";"15";"21";"18"
"EUPPEP2";"obs_ufdr";"C";"counting_time_cells";"63";"254";"61";"167";"88";"170";"301";"141";"221";"137"
"EUPPEP2";"obs_jsrp";"E";"count_30s";"4";"41";"0";"17";"10";"10";"30";"7";"18";"16"
"EUPPEP2";"obs_jsrp";"E";"count_1m";"6";"39";"0";"18";"14";"12";"37";"11";"21";"16"
"EUPPEP2";"obs_jsrp";"E";"counting_time_1m";"35";"52";"30";"28";"31";"39";"87";"36";"37";"30"
"EUPPEP2";"obs_jsrp";"E";"count_cells";"6";"49";"1";"18";"14";"12";"52";"15";"19";"17"
"EUPPEP2";"obs_jsrp";"E";"counting_time_cells";"90";"384";"66";"140";"163";"90";"295";"125";"175";"154"
"EUPPEP2";"obs_asix";"G";"count_30s";"4";"23";"0";"15";"13";"11";"34";"8";"16";"12"
"EUPPEP2";"obs_asix";"G";"count_1m";"6";"46";"1";"15";"13";"11";"39";"13";"19";"18"
"EUPPEP2";"obs_asix";"G";"counting_time_1m";"45";"170";"40";"35";"30";"45";"75";"60";"50";"34"
"EUPPEP2";"obs_asix";"G";"count_cells";"6";"46";"1";"18";"14";"12";"51";"13";"20";"17"
"EUPPEP2";"obs_asix";"G";"counting_time_cells";"110";"427";"115";"230";"120";"147";"516";"160";"258";"175"
"EUPPEP2";"obs_ugmx";"B";"count_30s";"5";"50";"0";"15";"14";"11";"49";"12";"22";"17"
"EUPPEP2";"obs_ugmx";"B";"count_1m";"6";"42";"1";"16";"14";"12";"50";"13";"22";"16"
"EUPPEP2";"obs_ugmx";"B";"counting_time_1m";"32";"87";"18";"44";"20";"19";"90";"39";"54";"47"
"EUPPEP2";"obs_ugmx";"B";"count_cells";"6";"50";"1";"15";"14";"12";"55";"14";"18";"18"
"EUPPEP2";"obs_ugmx";"B";"counting_time_cells";"72";"298";"91";"125";"121";"88";"314";"141";"193";"139"
"EUPPEP2";"obs_thsa";"I";"count_30s";"6";"44";"0";"16";"14";"12";"42";"14";"22";"17"
"EUPPEP2";"obs_thsa";"I";"count_1m";"6";"51";"0";"18";"14";"12";"48";"12";"21";"17"
"EUPPEP2";"obs_thsa";"I";"counting_time_1m";"45";"90";"90";"85";"65";"90";"75";"40";"120";"50"
"EUPPEP2";"obs_thsa";"I";"count_cells";"6";"50";"1";"18";"14";"12";"51";"15";"19";"17"
"EUPPEP2";"obs_thsa";"I";"counting_time_cells";"135";"345";"60";"123";"107";"68";"290";"130";"185";"120"
"EUPPEP2";"obs_aupj";"H";"count_30s";"6";"41";"0";"12";"13";"11";"60";"12";"19";"19"
"EUPPEP2";"obs_aupj";"H";"count_1m";"6";"49";"0";"16";"14";"12";"54";"14";"23";"17"
"EUPPEP2";"obs_aupj";"H";"counting_time_1m";"15";"44";"14";"27";"19";"15";"65";"11";"26";"27"
"EUPPEP2";"obs_aupj";"H";"count_cells";"6";"49";"0";"18";"14";"11";"53";"15";"20";"18"
"EUPPEP2";"obs_aupj";"H";"counting_time_cells";"79";"330";"27";"200";"173";"178";"269";"169";"191";"195"
"EVAPYG";"experimenter";"experimenter";"vegetation_cover";"96";"98";"97";"95";"92";"97";"96";"95";"83";"89"
"EVAPYG";"experimenter";"experimenter";"height_max";"12,6";"9,9";"26,8";"14,8";"12,7";"12,6";"10";"8,9";"7,1";"11,1"
"EVAPYG";"experimenter";"experimenter";"count_TRUE";"41";"218";"0";"49";"504";"192";"240";"0";"426";"161"
"EVAPYG";"experimenter";"experimenter";"occupied_cells_TRUE";"23";"58";"0";"24";"96";"64";"74";"0";"84";"49"
"EVAPYG";"experimenter";"experimenter";"height_B2";"2,7";"1,9";"16,7";"1,8";"1,9";"2,3";"1,8";"7,9";"0";"1,2"
"EVAPYG";"experimenter";"experimenter";"height_E2";"3,3";"2,5";"10,1";"1,4";"2,7";"2,9";"3,6";"7,8";"1,2";"0,7"
"EVAPYG";"experimenter";"experimenter";"height_H2";"2,5";"2,2";"4,3";"0";"3";"1,3";"0";"1,6";"2,9";"1,3"
"EVAPYG";"experimenter";"experimenter";"height_B5";"2,8";"2,3";"8,4";"0,7";"1,3";"2";"3,9";"2,4";"1,8";"2,8"
"EVAPYG";"experimenter";"experimenter";"height_E5";"3,7";"2,6";"5,8";"1,7";"1,6";"1,7";"5,9";"0,8";"0";"1,5"
"EVAPYG";"experimenter";"experimenter";"height_H5";"2,4";"1,8";"4,8";"7,3";"5,2";"6,4";"1";"4";"1,7";"1,9"
"EVAPYG";"experimenter";"experimenter";"height_B8";"3,2";"2,1";"9,6";"1,1";"1,7";"2,1";"2,5";"3,7";"0";"2,2"
"EVAPYG";"experimenter";"experimenter";"height_E8";"0,6";"5";"3,6";"0";"1,5";"1,1";"3,3";"2,2";"3";"2,3"
"EVAPYG";"experimenter";"experimenter";"height_H8";"3,2";"2";"4,1";"1,5";"1,4";"2,2";"3,4";"1,7";"0,4";"2"
"EVAPYG";"obs_hmgi";"A";"count_30s";"7";"40";"0";"15";"23";"14";"16";"0";"55";"31"
"EVAPYG";"obs_hmgi";"A";"count_1m";"19";"72";"0";"21";"112";"54";"55";"0";"180";"79"
"EVAPYG";"obs_hmgi";"A";"counting_time_1m";"89";"127";"45";"72";"178";"100";"112";"61";"165";"118"
"EVAPYG";"obs_hmgi";"A";"count_cells";"14";"84";"0";"11";"212";"57";"111";"0";"197";"45"
"EVAPYG";"obs_hmgi";"A";"counting_time_cells";"228";"475";"87";"175";"756";"374";"547";"82";"564";"244"
"EVAPYG";"obs_kfkt";"C";"count_30s";"6";"30";"0";"15";"10";"8";"20";"0";"25";"13"
"EVAPYG";"obs_kfkt";"C";"count_1m";"8";"65";NA;"16";"35";"25";"32";"0";"150";"45"
"EVAPYG";"obs_kfkt";"C";"counting_time_1m";"30";"180";"0";"60";"120";"30";"120";"10";"120";"120"
"EVAPYG";"obs_kfkt";"C";"count_cells";"3";"39";"0";"22";"66";"19";"28";"0";"152";"35"
"EVAPYG";"obs_kfkt";"C";"counting_time_cells";"130";"340";"60";"180";"480";"332";"420";"180";"600";"300"
"EVAPYG";"obs_trjf";"E";"count_30s";"2";"35";"0";"15";"250";"50";"20";"0";"20";"50"
"EVAPYG";"obs_trjf";"E";"count_1m";"7";"63";"0";"19";"152";"39";"125";"0";"276";"64"
"EVAPYG";"obs_trjf";"E";"counting_time_1m";"57";"51";"59";"80";"160";"78";"45";"56";"186";"140"
"EVAPYG";"obs_trjf";"E";"count_cells";"24";"170";"0";"31";"436";"140";"216";"0";"420";"145"
"EVAPYG";"obs_trjf";"E";"counting_time_cells";"585";"648";"396";"424";"1465";"1104";"1020";"210";"1025";"897"
"EVAPYG";"obs_oppu";"G";"count_30s";"5";"65";"0";"23";"130";"45";"30";"0";"150";"40"
"EVAPYG";"obs_oppu";"G";"count_1m";"15";"130";"0";"36";"238";"69";"87";"0";"280";"97"
"EVAPYG";"obs_oppu";"G";"counting_time_1m";"210";"395";"135";"200";"340";"200";"210";"240";"385";"290"
"EVAPYG";"obs_oppu";"G";"count_cells";"21";"146";"0";"37";"358";"132";"166";"0";"318";"114"
"EVAPYG";"obs_oppu";"G";"counting_time_cells";"590";"720";"210";"733";"1515";"720";"1335";"320";"790";"960"
"EVAPYG";"obs_wxrb";"B";"count_30s";"4";"18";"0";"7";"10";"4";"13";"0";"76";"37"
"EVAPYG";"obs_wxrb";"B";"count_1m";"7";"58";"0";"15";"30";"33";"30";"0";"122";"50"
"EVAPYG";"obs_wxrb";"B";"counting_time_1m";"130";"156";"150";"120";"182";"170";"146";"111";"190";"140"
"EVAPYG";"obs_wxrb";"B";"count_cells";NA;"126";"0";"32";"254";NA;NA;NA;"317";NA
"EVAPYG";"obs_wxrb";"B";"counting_time_cells";NA;"859";"180";"639";"1143";NA;NA;NA;"1167";NA
"EVAPYG";"obs_zalk";"I";"count_30s";"20";"30";"15";"30";"90";"28";"25";"0";"70";"40"
"EVAPYG";"obs_zalk";"I";"count_1m";"30";"106";"0";"32";"290";"51";"89";"0";"217";"115"
"EVAPYG";"obs_zalk";"I";"counting_time_1m";"409";"340";"322";"276";"795";"240";"448";"377";"433";"349"
"EVAPYG";"obs_zalk";"I";"count_cells";"8";"117";"0";"34";"298";"115";"110";"0";"306";"86"
"EVAPYG";"obs_zalk";"I";"counting_time_cells";"410";"1180";"107";"740";"1218";"1200";"1030";"370";"1240";"750"
"EVAPYG";"obs_cqsa";"H";"count_30s";"6";"20";"0";"10";"250";"10";"45";"0";"200";"10"
"EVAPYG";"obs_cqsa";"H";"count_1m";"23";"87";"0";"17";"206";"93";"90";"0";"275";"101"
"EVAPYG";"obs_cqsa";"H";"counting_time_1m";"226";"210";"63";"174";"407";"375";"225";"142";"544";"297"
"EVAPYG";"obs_cqsa";"H";"count_cells";"22";"108";"0";"19";"224";"77";"87";"0";"298";"91"
"EVAPYG";"obs_cqsa";"H";"counting_time_cells";"665";"1018";"60";"360";"999";"648";"717";"194";"1585";"870"
"FAGSYL";"experimenter";"experimenter";"vegetation_cover";"3";"8";"1";"5";"6";"2";"11";"0";"4";"12"
"FAGSYL";"experimenter";"experimenter";"height_max";"8,9";"12,1";"9";"9,1";"15";"11,5";"12,9";"10,7";"12,7";"9,8"
"FAGSYL";"experimenter";"experimenter";"count_TRUE";"31";"94";"2";"54";"61";"20";"97";"0";"21";"203"
"FAGSYL";"experimenter";"experimenter";"occupied_cells_TRUE";"23";"40";"2";"25";"32";"16";"49";"0";"20";"62"
"FAGSYL";"experimenter";"experimenter";"height_B2";"3,5";"3,9";"3,4";"5,1";"4,3";"7,9";"2,9";"7,5";"8";"5,7"
"FAGSYL";"experimenter";"experimenter";"height_E2";"1,9";"4,8";"5";"2";"11,1";"5,4";"6,1";"3";"4,7";"4"
"FAGSYL";"experimenter";"experimenter";"height_H2";"2,2";"8,9";"4,3";"4,5";"5,3";"2,6";"3,5";"4,2";"5,5";"6,5"
"FAGSYL";"experimenter";"experimenter";"height_B5";"3";"6,1";"1,6";"4";"2";"8,4";"2";"3";"5,7";"6,6"
"FAGSYL";"experimenter";"experimenter";"height_E5";"5,8";"4,2";"2,3";"4,4";"10,6";"4,6";"8,1";"4";"3,3";"9,8"
"FAGSYL";"experimenter";"experimenter";"height_H5";"3,7";"4,9";"0";"2";"3,8";"7,1";"2,6";"4,9";"2,6";"6"
"FAGSYL";"experimenter";"experimenter";"height_B8";"3";"2,4";"4,5";"7";"1,9";"6,3";"3,4";"5,1";"8,8";"5,4"
"FAGSYL";"experimenter";"experimenter";"height_E8";"5,1";"4";"0,8";"6,2";"7,9";"8";"1,6";"3,8";"7,8";"5,6"
"FAGSYL";"experimenter";"experimenter";"height_H8";"4,1";"2";"1,5";"6,4";"4,7";"4,7";"3";"7";"4,9";"7,9"
"FAGSYL";"obs_qmvf";"A";"count_30s";"26";"40";"2";"30";"37";"18";"60";"0";"12";"90"
"FAGSYL";"obs_qmvf";"A";"count_1m";"22";"62";"3";"46";"46";"20";"70";"0";"16";"140"
"FAGSYL";"obs_qmvf";"A";"counting_time_1m";"23";"47";"15";"36";"43";"30";"51";"20";"20";"125"
"FAGSYL";"obs_qmvf";"A";"count_cells";"37";"79";"2";"49";"55";"20";"90";"0";"19";"187"
"FAGSYL";"obs_qmvf";"A";"counting_time_cells";"145";"397";"125";"256";"270";"160";"359";"10";"270";"450"
"FAGSYL";"obs_dpje";"C";"count_30s";"25";"40";"3";"40";"40";"15";"65";"0";"18";"50"
"FAGSYL";"obs_dpje";"C";"count_1m";"22";"67";"3";"42";"47";"20";"82";"0";"14";"108"
"FAGSYL";"obs_dpje";"C";"counting_time_1m";"64";"126";"54";"33";"120";"41";"114";"2";"28";"60"
"FAGSYL";"obs_dpje";"C";"count_cells";"28";"78";"4";"49";"57";NA;"92";"0";"19";"183"
"FAGSYL";"obs_dpje";"C";"counting_time_cells";"780";"589";"230";"587";"300";"592";"594";"30";"340";"320"
"FAGSYL";"obs_heia";"E";"count_30s";"21";"70";"3";"50";"55";"20";"85";"0";"15";"115"
"FAGSYL";"obs_heia";"E";"count_1m";"23";"72";"3";"45";"55";"20";"87";"0";"17";"170"
"FAGSYL";"obs_heia";"E";"counting_time_1m";"68";"49";"15";"60";"93";"25";"100";"2";"40";"104"
"FAGSYL";"obs_heia";"E";"count_cells";"31";"87";"2";"51";"55";"20";"94";"0";"17";"196"
"FAGSYL";"obs_heia";"E";"counting_time_cells";"167";"364";"91";"290";"226";"116";"518";"4";"148";"650"
"FAGSYL";"obs_ydiz";"G";"count_30s";"25";"38";"3";"35";"30";"20";"55";"0";"15";"85"
"FAGSYL";"obs_ydiz";"G";"count_1m";"24";"83";"3";"46";"62";"20";"90";"0";"17";"174"
"FAGSYL";"obs_ydiz";"G";"counting_time_1m";"44";"80";"25";"46";"60";"25";"75";"12";"37";"155"
"FAGSYL";"obs_ydiz";"G";"count_cells";"32";"88";"2";"51";"58";"20";"95";"0";"19";"194"
"FAGSYL";"obs_ydiz";"G";"counting_time_cells";"400";"600";"98";"190";"210";"97";"660";"20";"205";"1200"
"FAGSYL";"obs_ymis";"B";"count_30s";"20";"60";"2";"40";"35";"20";"65";"0";"12";"70"
"FAGSYL";"obs_ymis";"B";"count_1m";"20";"73";"2";"42";"43";"19";"70";"0";"12";"126"
"FAGSYL";"obs_ymis";"B";"counting_time_1m";"35";"51";"10";"30";"38";"15";"47";"14";"19";"129"
"FAGSYL";"obs_ymis";"B";"count_cells";"26";"85";"2";"45";"53";"20";"88";"0";"13";"181"
"FAGSYL";"obs_ymis";"B";"counting_time_cells";"82";"307";"191";"291";"440";"278";"280";"69";"243";"842"
"FAGSYL";"obs_fxol";"I";"count_30s";"21";"65";"2";"45";"47";"19";"66";"0";"15";"100"
"FAGSYL";"obs_fxol";"I";"count_1m";"22";"82";"2";"43";"47";"20";"88";"0";"17";"158"
"FAGSYL";"obs_fxol";"I";"counting_time_1m";"14";"62";"12";"38";"28";"16";"77";"25";"31";"126"
"FAGSYL";"obs_fxol";"I";"count_cells";"23";"85";"2";"47";"54";"20";"89";"0";"17";"191"
"FAGSYL";"obs_fxol";"I";"counting_time_cells";"140";"370";"34";"199";"190";"106";"283";"20";"122";"584"
"HIEsp";"experimenter";"experimenter";"vegetation_cover";"94";"9";"14";"20";"22";"12";"91";"4";"84";"82"
"HIEsp";"experimenter";"experimenter";"height_max";"19,4";"13,8";"39,4";"32,1";"34,6";"24,9";"31,3";"19,1";"25,1";"39,4"
"HIEsp";"experimenter";"experimenter";"count_TRUE";"35";"41";"4";"58";"14";"40";"34";"2";"73";"19"
"HIEsp";"experimenter";"experimenter";"occupied_cells_TRUE";"16";"22";"4";"31";"12";"29";"18";"1";"30";"12"
"HIEsp";"experimenter";"experimenter";"height_B2";"10,9";"2";"3,5";"2,1";"0";"0";"4,8";"2,3";"5,4";"1,9"
"HIEsp";"experimenter";"experimenter";"height_E2";"11,6";"3,7";"1";"22,4";"2,4";"2,1";"3";"0,6";"10,4";"5,4"
"HIEsp";"experimenter";"experimenter";"height_H2";"14,8";"3,9";"5,1";"1,9";"3,5";"2,7";"6,9";"2,1";"6";"8,7"
"HIEsp";"experimenter";"experimenter";"height_B5";"11,1";"1,9";"0,6";"10,1";"8,1";"0,5";"3,6";"1,2";"4,9";"1,9"
